created_at,value
2019-08-21T13:53:25Z,20.00000
2019-08-21T13:54:12Z,20.00000
2019-08-21T13:55:30Z,19.00000
2019-08-21T13:56:02Z,19.00000
2019-08-21T13:56:48Z,19.00000
2019-08-21T14:46:22Z,21.00000
2019-08-21T14:46:38Z,21.00000
2019-08-21T14:46:54Z,21.00000
2019-08-21T14:50:01Z,19.00000
2019-08-21T14:50:17Z,20.00000
2019-08-21T14:50:32Z,21.00000
2019-08-21T14:50:47Z,20.00000
2019-08-21T14:51:03Z,20.00000
2019-08-21T14:51:18Z,20.00000
2019-08-21T14:51:34Z,20.00000
2019-08-21T14:51:49Z,20.00000
2019-08-21T14:52:05Z,20.00000
2019-08-21T14:52:21Z,20.00000
2019-08-21T14:52:37Z,20.00000
2019-08-21T14:52:52Z,20.00000
2019-08-21T14:53:08Z,20.00000
2019-08-21T14:54:40Z,19.00000
2019-08-21T14:55:10Z,19.00000
2019-08-21T14:55:25Z,19.00000
2019-08-21T14:55:41Z,19.00000
2019-08-21T14:55:57Z,19.00000
2019-08-21T14:56:12Z,20.00000
2019-08-21T14:56:28Z,20.00000
2019-08-21T14:57:14Z,20.00000
2019-08-21T14:57:30Z,20.00000
2019-08-21T14:57:45Z,20.00000
2019-08-21T14:58:20Z,20.00000
2019-08-21T14:58:51Z,20.00000
2019-08-21T14:59:37Z,20.00000
2019-08-21T14:59:55Z,20.00000
2019-08-21T15:00:11Z,19.00000
2019-08-21T15:00:41Z,20.00000
2019-08-21T15:01:11Z,20.00000
2019-08-21T15:01:58Z,19.00000
2019-08-21T15:03:49Z,20.00000
2019-08-21T15:04:04Z,20.00000
2019-08-21T15:04:20Z,20.00000
2019-08-21T15:05:32Z,20.00000
2019-08-21T15:06:17Z,19.00000
2019-08-21T15:08:49Z,20.00000
2019-08-21T15:09:40Z,20.00000
2019-08-21T15:10:12Z,19.00000
2019-08-21T15:13:54Z,19.00000
2019-08-21T15:15:29Z,20.00000
2019-08-21T15:16:09Z,20.00000
2019-08-21T15:16:24Z,20.00000
2019-08-21T15:16:40Z,20.00000
2019-08-21T15:16:55Z,20.00000
2019-08-21T15:17:10Z,20.00000
2019-08-21T15:18:45Z,20.00000
2019-08-21T15:20:02Z,20.00000
2019-08-21T15:20:49Z,20.00000
2019-08-21T15:21:51Z,20.00000
2019-08-21T15:22:38Z,20.00000
2019-08-21T15:23:24Z,20.00000
2019-08-21T15:24:10Z,20.00000
2019-08-21T15:24:57Z,20.00000
2019-08-21T15:25:28Z,20.00000
2019-08-21T15:26:46Z,20.00000
2019-08-21T15:27:32Z,20.00000
2019-08-21T15:28:02Z,20.00000
2019-08-21T15:30:27Z,20.00000
2019-08-21T15:31:29Z,20.00000
2019-08-21T15:32:00Z,20.00000
2019-08-21T15:32:31Z,20.00000
2019-08-21T15:33:02Z,20.00000
2019-08-21T15:34:03Z,19.00000
2019-08-21T15:34:35Z,19.00000
2019-08-21T15:35:05Z,19.00000
2019-08-21T15:35:52Z,19.00000
2019-08-21T15:36:24Z,19.00000
2019-08-21T15:36:39Z,19.00000
2019-08-21T15:37:25Z,19.00000
2019-08-21T15:39:13Z,20.00000
2019-08-21T15:40:00Z,19.00000
2019-08-21T15:41:01Z,19.00000
2019-08-21T15:42:19Z,19.00000
2019-08-21T15:42:34Z,19.00000
2019-08-21T15:43:21Z,19.00000
2019-08-21T15:44:08Z,20.00000
2019-08-21T15:44:54Z,20.00000
2019-08-21T15:45:41Z,20.00000
2019-08-21T15:46:28Z,20.00000
2019-08-21T15:46:43Z,20.00000
2019-08-21T15:48:31Z,20.00000
2019-08-21T15:49:03Z,19.00000
2019-08-21T15:50:05Z,19.00000
2019-08-21T15:50:52Z,19.00000
2019-08-21T15:51:07Z,20.00000
2019-08-21T15:51:38Z,20.00000
2019-08-21T15:52:09Z,20.00000
2019-08-21T15:53:26Z,20.00000
2019-08-21T15:54:12Z,20.00000
2019-08-21T15:54:59Z,19.00000
2019-08-21T15:56:31Z,19.00000
2019-08-21T15:57:18Z,19.00000
2019-08-21T15:58:51Z,20.00000
2019-08-21T15:59:37Z,20.00000
2019-08-21T16:00:43Z,19.00000
2019-08-21T16:01:44Z,19.00000
2019-08-21T16:02:30Z,19.00000
2019-08-21T16:03:17Z,19.00000
2019-08-21T16:04:20Z,19.00000
2019-08-21T16:05:36Z,20.00000
2019-08-21T16:06:23Z,20.00000
2019-08-21T16:06:54Z,19.00000
2019-08-21T16:07:41Z,19.00000
2019-08-21T16:09:29Z,19.00000
2019-08-21T16:09:44Z,19.00000
2019-08-21T16:10:00Z,19.00000
2019-08-21T16:11:18Z,19.00000
2019-08-21T16:11:34Z,19.00000
2019-08-21T16:11:49Z,19.00000
2019-08-21T16:12:05Z,19.00000
2019-08-21T16:13:22Z,20.00000
2019-08-21T16:14:25Z,19.00000
2019-08-21T16:15:28Z,19.00000
2019-08-21T16:16:30Z,19.00000
2019-08-21T16:17:17Z,19.00000
2019-08-21T16:17:32Z,19.00000
2019-08-21T16:18:19Z,19.00000
2019-08-21T16:19:05Z,20.00000
2019-08-21T16:20:07Z,19.00000
2019-08-21T16:21:09Z,19.00000
2019-08-21T16:21:55Z,19.00000
2019-08-21T16:22:42Z,19.00000
2019-08-21T16:22:57Z,19.00000
2019-08-21T16:23:44Z,19.00000
2019-08-21T16:24:15Z,19.00000
2019-08-21T16:25:02Z,19.00000
2019-08-21T16:25:49Z,20.00000
2019-08-21T16:26:04Z,20.00000
2019-08-21T16:26:51Z,19.00000
2019-08-21T16:27:06Z,19.00000
2019-08-21T16:28:08Z,19.00000
2019-08-21T16:28:54Z,19.00000
2019-08-21T16:29:27Z,19.00000
2019-08-21T16:30:14Z,19.00000
2019-08-21T16:31:01Z,19.00000
2019-08-21T16:31:47Z,19.00000
2019-08-21T16:32:34Z,19.00000
2019-08-21T16:33:52Z,19.00000
2019-08-21T16:34:39Z,19.00000
2019-08-21T16:34:54Z,19.00000
2019-08-21T16:35:09Z,19.00000
2019-08-21T16:35:57Z,19.00000
2019-08-21T16:37:30Z,18.00000
2019-08-21T16:38:16Z,19.00000
2019-08-21T16:39:49Z,19.00000
2019-08-21T16:40:04Z,19.00000
2019-08-21T16:40:19Z,20.00000
2019-08-21T16:40:35Z,20.00000
2019-08-21T16:40:51Z,19.00000
2019-08-21T16:41:38Z,19.00000
2019-08-21T16:41:53Z,19.00000
2019-08-21T16:42:40Z,19.00000
2019-08-21T16:42:56Z,19.00000
2019-08-21T16:43:11Z,19.00000
2019-08-21T16:44:44Z,18.00000
2019-08-21T16:45:00Z,18.00000
2019-08-21T16:45:47Z,19.00000
2019-08-21T16:47:56Z,19.00000
2019-08-21T16:48:43Z,19.00000
2019-08-21T16:49:30Z,19.00000
2019-08-21T16:51:02Z,19.00000
2019-08-21T16:51:49Z,19.00000
2019-08-21T16:52:20Z,19.00000
2019-08-21T16:53:08Z,19.00000
2019-08-21T16:53:54Z,19.00000
2019-08-21T16:54:41Z,20.00000
2019-08-21T16:55:27Z,20.00000
2019-08-21T16:56:14Z,19.00000
2019-08-21T16:57:00Z,19.00000
2019-08-21T16:58:01Z,19.00000
2019-08-21T16:58:47Z,19.00000
2019-08-21T16:59:33Z,19.00000
2019-08-21T17:00:05Z,19.00000
2019-08-21T17:00:51Z,19.00000
2019-08-21T17:02:24Z,20.00000
2019-08-21T17:03:11Z,20.00000
2019-08-21T17:03:26Z,20.00000
2019-08-21T17:03:42Z,20.00000
2019-08-21T17:04:43Z,19.00000
2019-08-21T17:04:58Z,19.00000
2019-08-21T17:05:44Z,19.00000
2019-08-21T17:06:30Z,19.00000
2019-08-21T17:07:16Z,19.00000
2019-08-21T17:07:47Z,19.00000
2019-08-21T17:08:33Z,19.00000
2019-08-21T17:09:51Z,20.00000
2019-08-21T17:10:37Z,20.00000
2019-08-21T17:11:09Z,20.00000
2019-08-21T17:11:55Z,19.00000
2019-08-21T17:12:41Z,19.00000
2019-08-21T17:13:28Z,19.00000
2019-08-21T17:13:43Z,19.00000
2019-08-21T17:14:31Z,19.00000
2019-08-21T17:14:46Z,19.00000
2019-08-21T17:17:04Z,20.00000
2019-08-21T17:18:37Z,19.00000
2019-08-21T17:19:39Z,19.00000
2019-08-21T17:20:40Z,19.00000
2019-08-21T17:21:43Z,19.00000
2019-08-21T17:22:29Z,19.00000
2019-08-21T17:23:17Z,20.00000
2019-08-21T17:23:32Z,20.00000
2019-08-21T17:24:52Z,20.00000
2019-08-21T17:25:40Z,20.00000
2019-08-21T17:26:42Z,19.00000
2019-08-21T17:26:58Z,19.00000
2019-08-21T17:27:13Z,19.00000
2019-08-21T17:27:29Z,19.00000
2019-08-21T17:28:30Z,19.00000
2019-08-21T17:30:03Z,20.00000
2019-08-21T17:30:18Z,20.00000
2019-08-21T17:31:20Z,20.00000
2019-08-21T17:32:06Z,20.00000
2019-08-21T17:32:53Z,20.00000
2019-08-21T17:33:08Z,19.00000
2019-08-21T17:33:54Z,19.00000
2019-08-21T17:34:40Z,19.00000
2019-08-21T17:35:42Z,19.00000
2019-08-21T17:36:29Z,19.00000
2019-08-21T17:37:00Z,20.00000
2019-08-21T17:37:47Z,20.00000
2019-08-21T17:38:32Z,20.00000
2019-08-21T17:39:19Z,19.00000
2019-08-21T17:39:34Z,19.00000
2019-08-21T17:39:49Z,19.00000
2019-08-21T17:40:05Z,19.00000
2019-08-21T17:41:06Z,19.00000
2019-08-21T17:41:37Z,19.00000
2019-08-21T17:42:24Z,19.00000
2019-08-21T17:43:25Z,19.00000
2019-08-21T17:44:12Z,20.00000
2019-08-21T17:44:57Z,20.00000
2019-08-21T17:45:59Z,19.00000
2019-08-21T17:46:46Z,19.00000
2019-08-21T17:47:32Z,19.00000
2019-08-21T17:48:49Z,19.00000
2019-08-21T17:50:07Z,20.00000
2019-08-21T17:50:53Z,20.00000
2019-08-21T17:51:08Z,20.00000
2019-08-21T17:51:55Z,19.00000
2019-08-21T17:52:41Z,19.00000
2019-08-21T17:54:15Z,19.00000
2019-08-21T17:55:17Z,19.00000
2019-08-21T17:56:04Z,20.00000
2019-08-21T17:56:20Z,20.00000
2019-08-21T17:57:37Z,20.00000
2019-08-21T17:57:52Z,19.00000
2019-08-21T17:58:08Z,19.00000
2019-08-21T17:58:54Z,19.00000
2019-08-21T18:00:11Z,19.00000
2019-08-21T18:00:27Z,19.00000
2019-08-21T18:02:15Z,19.00000
2019-08-21T18:04:19Z,20.00000
2019-08-21T18:05:22Z,19.00000
2019-08-21T18:06:08Z,19.00000
2019-08-21T18:06:54Z,19.00000
2019-08-21T18:08:44Z,20.00000
2019-08-21T18:09:00Z,20.00000
2019-08-21T18:09:46Z,20.00000
2019-08-21T18:10:01Z,20.00000
2019-08-21T18:10:47Z,19.00000
2019-08-21T18:11:34Z,19.00000
2019-08-21T18:12:21Z,19.00000
2019-08-21T18:13:23Z,19.00000
2019-08-21T18:14:09Z,19.00000
2019-08-21T18:14:55Z,19.00000
2019-08-21T18:15:42Z,20.00000
2019-08-21T18:16:29Z,20.00000
2019-08-21T18:17:30Z,19.00000
2019-08-21T18:18:17Z,19.00000
2019-08-21T18:19:02Z,19.00000
2019-08-21T18:19:18Z,19.00000
2019-08-21T18:20:05Z,19.00000
2019-08-21T18:20:51Z,19.00000
2019-08-21T18:21:53Z,20.00000
2019-08-21T18:22:09Z,19.00000
2019-08-21T18:22:24Z,20.00000
2019-08-21T18:23:11Z,19.00000
2019-08-21T18:23:26Z,19.00000
2019-08-21T18:23:41Z,19.00000
2019-08-21T18:24:28Z,19.00000
2019-08-21T18:25:14Z,19.00000
2019-08-21T18:26:00Z,19.00000
2019-08-21T18:26:15Z,19.00000
2019-08-21T18:27:02Z,19.00000
2019-08-21T18:28:05Z,19.00000
2019-08-21T18:29:06Z,20.00000
2019-08-21T18:29:21Z,19.00000
2019-08-21T18:30:38Z,19.00000
2019-08-21T18:30:53Z,19.00000
2019-08-21T18:31:40Z,19.00000
2019-08-21T18:32:27Z,19.00000
2019-08-21T18:33:29Z,19.00000
2019-08-21T18:34:15Z,19.00000
2019-08-21T18:34:47Z,19.00000
2019-08-21T18:35:18Z,19.00000
2019-08-21T18:36:04Z,19.00000
2019-08-21T18:36:36Z,19.00000
2019-08-21T18:37:07Z,19.00000
2019-08-21T18:37:54Z,19.00000
2019-08-21T18:38:09Z,19.00000
2019-08-21T18:39:11Z,19.00000
2019-08-21T18:40:12Z,19.00000
2019-08-21T18:40:43Z,19.00000
2019-08-21T18:41:14Z,19.00000
2019-08-21T18:42:00Z,19.00000
2019-08-21T18:42:46Z,19.00000
2019-08-21T18:43:17Z,19.00000
2019-08-21T18:44:03Z,19.00000
2019-08-21T18:45:51Z,19.00000
2019-08-21T18:46:53Z,19.00000
2019-08-21T18:47:39Z,19.00000
2019-08-21T18:48:41Z,19.00000
2019-08-21T18:49:12Z,19.00000
2019-08-21T18:50:45Z,19.00000
2019-08-21T18:51:30Z,19.00000
2019-08-21T18:52:01Z,19.00000
2019-08-21T18:52:33Z,19.00000
2019-08-21T18:53:04Z,19.00000
2019-08-21T18:54:22Z,19.00000
2019-08-21T18:55:09Z,19.00000
2019-08-21T18:55:56Z,19.00000
2019-08-21T18:56:11Z,19.00000
2019-08-21T18:56:57Z,19.00000
2019-08-21T18:57:44Z,19.00000
2019-08-21T18:59:01Z,19.00000
2019-08-21T18:59:16Z,19.00000
2019-08-21T19:00:50Z,19.00000
2019-08-21T19:01:37Z,19.00000
2019-08-21T19:02:22Z,19.00000
2019-08-21T19:02:53Z,19.00000
2019-08-21T19:03:39Z,19.00000
2019-08-21T19:04:11Z,19.00000
2019-08-21T19:04:58Z,19.00000
2019-08-21T19:05:29Z,19.00000
2019-08-21T19:06:00Z,19.00000
2019-08-21T19:07:17Z,19.00000
2019-08-21T19:07:49Z,19.00000
2019-08-21T19:08:20Z,19.00000
2019-08-21T19:08:50Z,19.00000
2019-08-21T19:09:52Z,19.00000
2019-08-21T19:10:39Z,19.00000
2019-08-21T19:12:27Z,19.00000
2019-08-21T19:13:13Z,19.00000
2019-08-21T19:14:45Z,19.00000
2019-08-21T19:15:00Z,19.00000
2019-08-21T19:15:16Z,19.00000
2019-08-21T19:16:02Z,19.00000
2019-08-21T19:16:47Z,19.00000
2019-08-21T19:17:33Z,19.00000
2019-08-21T19:18:35Z,19.00000
2019-08-21T19:20:07Z,19.00000
2019-08-21T19:20:54Z,19.00000
2019-08-21T19:21:26Z,19.00000
2019-08-21T19:22:11Z,19.00000
2019-08-21T19:22:57Z,19.00000
2019-08-21T19:24:31Z,19.00000
2019-08-21T19:25:02Z,19.00000
2019-08-21T19:26:19Z,19.00000
2019-08-21T19:27:35Z,19.00000
2019-08-21T19:28:20Z,19.00000
2019-08-21T19:29:22Z,19.00000
2019-08-21T19:29:52Z,19.00000
2019-08-21T19:30:39Z,19.00000
2019-08-21T19:31:09Z,19.00000
2019-08-21T19:32:11Z,19.00000
2019-08-21T19:33:14Z,19.00000
