created_at,entry_id,field1,field2,field3,latitude,longitude,elevation,status
2019-08-21 16:20:54 UTC,377,343,,,,,,
2019-08-21 16:21:09 UTC,378,,19.00000,,,,,
2019-08-21 16:21:25 UTC,379,,,93.00000,,,,
2019-08-21 16:21:40 UTC,380,343,,,,,,
2019-08-21 16:21:55 UTC,381,,19.00000,,,,,
2019-08-21 16:22:11 UTC,382,,,93.00000,,,,
2019-08-21 16:22:26 UTC,383,343,,,,,,
2019-08-21 16:22:42 UTC,384,,19.00000,,,,,
2019-08-21 16:22:57 UTC,385,,19.00000,,,,,
2019-08-21 16:23:13 UTC,386,,,93.00000,,,,
2019-08-21 16:23:28 UTC,387,344,,,,,,
2019-08-21 16:23:44 UTC,388,,19.00000,,,,,
2019-08-21 16:23:59 UTC,389,340,,,,,,
2019-08-21 16:24:15 UTC,390,,19.00000,,,,,
2019-08-21 16:24:31 UTC,391,,,93.00000,,,,
2019-08-21 16:24:46 UTC,392,340,,,,,,
2019-08-21 16:25:02 UTC,393,,19.00000,,,,,
2019-08-21 16:25:17 UTC,394,,,93.00000,,,,
2019-08-21 16:25:33 UTC,395,341,,,,,,
2019-08-21 16:25:49 UTC,396,,20.00000,,,,,
2019-08-21 16:26:04 UTC,397,,20.00000,,,,,
2019-08-21 16:26:19 UTC,398,,,92.00000,,,,
2019-08-21 16:26:35 UTC,399,341,,,,,,
2019-08-21 16:26:51 UTC,400,,19.00000,,,,,
2019-08-21 16:27:06 UTC,401,,19.00000,,,,,
2019-08-21 16:27:21 UTC,402,,,92.00000,,,,
2019-08-21 16:27:36 UTC,403,,,92.00000,,,,
2019-08-21 16:27:52 UTC,404,342,,,,,,
2019-08-21 16:28:08 UTC,405,,19.00000,,,,,
2019-08-21 16:28:23 UTC,406,,,93.00000,,,,
2019-08-21 16:28:39 UTC,407,343,,,,,,
2019-08-21 16:28:54 UTC,408,,19.00000,,,,,
2019-08-21 16:29:11 UTC,409,343,,,,,,
2019-08-21 16:29:27 UTC,410,,19.00000,,,,,
2019-08-21 16:29:42 UTC,411,,,93.00000,,,,
2019-08-21 16:29:58 UTC,412,343,,,,,,
2019-08-21 16:30:14 UTC,413,,19.00000,,,,,
2019-08-21 16:30:29 UTC,414,,,87.00000,,,,
2019-08-21 16:30:45 UTC,415,343,,,,,,
2019-08-21 16:31:01 UTC,416,,19.00000,,,,,
2019-08-21 16:31:17 UTC,417,343,,,,,,
2019-08-21 16:31:32 UTC,418,344,,,,,,
2019-08-21 16:31:47 UTC,419,,19.00000,,,,,
2019-08-21 16:32:03 UTC,420,,,93.00000,,,,
2019-08-21 16:32:18 UTC,421,344,,,,,,
2019-08-21 16:32:34 UTC,422,,19.00000,,,,,
2019-08-21 16:32:49 UTC,423,,,92.00000,,,,
2019-08-21 16:33:05 UTC,424,344,,,,,,
2019-08-21 16:33:21 UTC,425,,,93.00000,,,,
2019-08-21 16:33:36 UTC,426,344,,,,,,
2019-08-21 16:33:52 UTC,427,,19.00000,,,,,
2019-08-21 16:34:07 UTC,428,,,91.00000,,,,
2019-08-21 16:34:23 UTC,429,344,,,,,,
2019-08-21 16:34:39 UTC,430,,19.00000,,,,,
2019-08-21 16:34:54 UTC,431,,19.00000,,,,,
2019-08-21 16:35:09 UTC,432,,19.00000,,,,,
2019-08-21 16:35:25 UTC,433,,,92.00000,,,,
