created_at,value
2019-08-21T19:23:24 IST,84.00000
2019-08-21T19:25:29 IST,83.00000
2019-08-21T19:26:15 IST,82.00000
2019-08-21T19:27:00 IST,85.00000
2019-08-21T20:15:49 IST,23.00000
2019-08-21T20:19:09 IST,68.00000
2019-08-21T20:20:26 IST,80.00000
2019-08-21T20:21:28 IST,81.00000
2019-08-21T20:25:04 IST,80.00000
2019-08-21T20:25:20 IST,79.00000
2019-08-21T20:25:35 IST,79.00000
2019-08-21T20:25:50 IST,80.00000
2019-08-21T20:26:06 IST,79.00000
2019-08-21T20:27:08 IST,84.00000
2019-08-21T20:27:54 IST,67.00000
2019-08-21T20:29:11 IST,87.00000
2019-08-21T20:30:27 IST,83.00000
2019-08-21T20:31:30 IST,88.00000
2019-08-21T20:32:00 IST,86.00000
2019-08-21T20:32:31 IST,87.00000
2019-08-21T20:33:52 IST,90.00000
2019-08-21T20:34:53 IST,90.00000
2019-08-21T20:35:32 IST,89.00000
2019-08-21T20:36:18 IST,90.00000
2019-08-21T20:37:04 IST,88.00000
2019-08-21T20:37:35 IST,88.00000
2019-08-21T20:38:23 IST,87.00000
2019-08-21T20:38:38 IST,87.00000
2019-08-21T20:39:10 IST,90.00000
2019-08-21T20:39:56 IST,89.00000
2019-08-21T20:41:03 IST,89.00000
2019-08-21T20:44:06 IST,83.00000
2019-08-21T20:45:54 IST,83.00000
2019-08-21T20:46:26 IST,85.00000
2019-08-21T20:46:57 IST,84.00000
2019-08-21T20:47:27 IST,83.00000
2019-08-21T20:47:59 IST,80.00000
2019-08-21T20:49:00 IST,78.00000
2019-08-21T20:49:31 IST,77.00000
2019-08-21T20:50:18 IST,77.00000
2019-08-21T20:51:04 IST,76.00000
2019-08-21T20:51:51 IST,77.00000
2019-08-21T20:52:54 IST,81.00000
2019-08-21T20:53:39 IST,81.00000
2019-08-21T20:54:25 IST,79.00000
2019-08-21T20:54:55 IST,77.00000
2019-08-21T20:55:42 IST,77.00000
2019-08-21T20:56:29 IST,76.00000
2019-08-21T20:57:15 IST,75.00000
2019-08-21T20:59:05 IST,77.00000
2019-08-21T20:59:36 IST,78.00000
2019-08-21T21:00:54 IST,78.00000
2019-08-21T21:01:39 IST,78.00000
2019-08-21T21:02:25 IST,76.00000
2019-08-21T21:03:10 IST,76.00000
2019-08-21T21:04:27 IST,74.00000
2019-08-21T21:05:13 IST,74.00000
2019-08-21T21:06:20 IST,77.00000
2019-08-21T21:07:06 IST,79.00000
2019-08-21T21:07:53 IST,81.00000
2019-08-21T21:08:24 IST,78.00000
2019-08-21T21:09:09 IST,75.00000
2019-08-21T21:09:55 IST,74.00000
2019-08-21T21:10:42 IST,72.00000
2019-08-21T21:11:28 IST,73.00000
2019-08-21T21:12:14 IST,72.00000
2019-08-21T21:13:01 IST,76.00000
2019-08-21T21:13:47 IST,78.00000
2019-08-21T21:14:50 IST,79.00000
2019-08-21T21:15:37 IST,77.00000
2019-08-21T21:16:23 IST,75.00000
2019-08-21T21:16:54 IST,74.00000
2019-08-21T21:17:10 IST,74.00000
2019-08-21T21:17:55 IST,72.00000
2019-08-21T21:18:57 IST,70.00000
2019-08-21T21:19:43 IST,74.00000
2019-08-21T21:20:29 IST,77.00000
2019-08-21T21:21:15 IST,79.00000
2019-08-21T21:22:01 IST,81.00000
2019-08-21T21:22:47 IST,80.00000
2019-08-21T21:23:33 IST,78.00000
2019-08-21T21:24:04 IST,78.00000
2019-08-21T21:24:35 IST,76.00000
2019-08-21T21:25:21 IST,76.00000
2019-08-21T21:26:07 IST,76.00000
2019-08-21T21:27:24 IST,78.00000
2019-08-21T21:27:54 IST,79.00000
2019-08-21T21:28:41 IST,79.00000
2019-08-21T21:29:44 IST,76.00000
2019-08-21T21:31:01 IST,73.00000
2019-08-21T21:31:32 IST,72.00000
2019-08-21T21:32:18 IST,73.00000
2019-08-21T21:33:05 IST,74.00000
2019-08-21T21:33:51 IST,77.00000
2019-08-21T21:34:21 IST,78.00000
2019-08-21T21:34:52 IST,80.00000
2019-08-21T21:35:38 IST,80.00000
2019-08-21T21:36:25 IST,77.00000
2019-08-21T21:37:11 IST,75.00000
2019-08-21T21:38:13 IST,73.00000
2019-08-21T21:38:44 IST,72.00000
2019-08-21T21:39:46 IST,74.00000
2019-08-21T21:40:32 IST,77.00000
2019-08-21T21:41:18 IST,79.00000
2019-08-21T21:42:20 IST,79.00000
2019-08-21T21:43:07 IST,76.00000
2019-08-21T21:43:38 IST,73.00000
2019-08-21T21:44:09 IST,72.00000
2019-08-21T21:44:55 IST,72.00000
2019-08-21T21:45:42 IST,74.00000
2019-08-21T21:46:13 IST,74.00000
2019-08-21T21:46:44 IST,76.00000
2019-08-21T21:47:29 IST,78.00000
2019-08-21T21:48:16 IST,79.00000
2019-08-21T21:49:02 IST,78.00000
2019-08-21T21:49:33 IST,75.00000
2019-08-21T21:50:20 IST,73.00000
2019-08-21T21:50:51 IST,73.00000
2019-08-21T21:51:37 IST,72.00000
2019-08-21T21:52:24 IST,73.00000
2019-08-21T21:53:11 IST,76.00000
2019-08-21T21:53:57 IST,79.00000
2019-08-21T21:54:29 IST,79.00000
2019-08-21T21:54:59 IST,78.00000
2019-08-21T21:55:46 IST,76.00000
2019-08-21T21:56:01 IST,73.00000
2019-08-21T21:56:32 IST,73.00000
2019-08-21T21:57:18 IST,73.00000
2019-08-21T21:57:49 IST,73.00000
2019-08-21T21:58:34 IST,72.00000
2019-08-21T21:59:04 IST,72.00000
2019-08-21T21:59:35 IST,75.00000
2019-08-21T22:00:06 IST,77.00000
2019-08-21T22:00:37 IST,78.00000
2019-08-21T22:01:22 IST,79.00000
2019-08-21T22:01:53 IST,79.00000
2019-08-21T22:03:11 IST,75.00000
2019-08-21T22:03:41 IST,73.00000
2019-08-21T22:04:29 IST,73.00000
2019-08-21T22:05:00 IST,73.00000
2019-08-21T22:05:31 IST,73.00000
2019-08-21T22:06:02 IST,72.00000
2019-08-21T22:06:49 IST,73.00000
2019-08-21T22:07:35 IST,76.00000
2019-08-21T22:08:21 IST,79.00000
2019-08-21T22:08:53 IST,79.00000
2019-08-21T22:09:39 IST,81.00000
2019-08-21T22:10:24 IST,79.00000
2019-08-21T22:10:55 IST,79.00000
2019-08-21T22:11:26 IST,77.00000
2019-08-21T22:12:13 IST,75.00000
2019-08-21T22:12:44 IST,74.00000
2019-08-21T22:13:15 IST,75.00000
2019-08-21T22:13:45 IST,74.00000
2019-08-21T22:14:16 IST,74.00000
2019-08-21T22:14:47 IST,74.00000
2019-08-21T22:15:18 IST,76.00000
2019-08-21T22:17:07 IST,81.00000
2019-08-21T22:17:38 IST,81.00000
2019-08-21T22:18:09 IST,79.00000
2019-08-21T22:18:39 IST,76.00000
2019-08-21T22:19:10 IST,75.00000
2019-08-21T22:19:41 IST,75.00000
2019-08-21T22:20:28 IST,74.00000
2019-08-21T22:21:14 IST,73.00000
2019-08-21T22:22:01 IST,76.00000
2019-08-21T22:23:21 IST,80.00000
2019-08-21T22:24:08 IST,81.00000
2019-08-21T22:24:39 IST,81.00000
2019-08-21T22:25:09 IST,78.00000
2019-08-21T22:25:56 IST,76.00000
